記録対戦数,記録段位,記録点数,和了率,放銃率,ツモ率,ダマ率,流局率,流局聴牌率,副露率,立直率,和了巡数,平均和了,平均放銃,平均順位,飛び率,安定段位,点数期待,立直和了,立直放銃A,立直放銃B,立直収支,立直収入,立直支出,先制率,追っかけ率,追っかけられ率,立直巡目,立直流局,一発率,振聴率,立直多面,立直良形,最高段位,最高点数,最大連荘,裏ドラ率,痛い親かぶり率,痛い親かぶり平均,放銃時立直率,放銃時副露率,副露後放銃率,副露後和了率,副露後流局率,打点効率,銃点損失,調整打点効率,局収支,総計局数,和了時立直率,和了時副露率,和了時ダマ率
3084,豪1,1348/2800,0.2155,0.1438,0.3705,0.1461,0.1299,0.4946,0.2507,0.2110999999999999,12.433,7008.0,5638.0,2.475,0.0868999999999999,豪1.41,1.6 (909),0.4886,0.1402,0.106,2917.0,8243.0,7240.0,0.8029999999999999,0.1969999999999999,0.1937,9.604,0.1459,0.1966,0.0098,0.7461,0.4615999999999999,聖1,2235/4000,7.0,0.3234,0.1024,10445.0,0.2059,0.2678999999999999,0.1537,0.3226,0.1235999999999999,1510.0,811.0,699.0,38.0,31959.0,0.478623944315545,0.3752938283062645,0.1461
635,豪2,2181/3200,0.215,0.152,0.3524,0.1469,0.1247,0.5128,0.3618,0.1635,12.335,6350.0,5494.0,2.564,0.0803,豪-0.70,-10.9 (201),0.5051,0.1393,0.1021,2872.0,7690.0,6462.0,0.8449,0.1551,0.221,9.338,0.1336999999999999,0.2059,0.0028,0.7734000000000001,0.5153,豪2,2181/3200,5.0,0.2794,0.1027,10533.0,0.1499,0.4056,0.1704,0.2786,0.1389,1365.0,835.0,530.0,-117.0,6586.0,0.3841109302325582,0.46882548837209304,0.1469
2435,傑3,1117/2000,0.2078,0.1855,0.3846,0.0956,0.1198,0.593,0.2738,0.2347,12.717,7664.0,5893.0,2.573,0.1314,豪-1.50,2.3,0.4603,0.1493,0.106,2817.0,8607.0,6978.0,0.7605,0.2395,0.1783,10.172,0.1592,0.2130999999999999,0.0128,0.7265,0.4639,豪2,2046/3200,6.0,0.3342,0.1028999999999999,10535.0,0.1889999999999999,0.2766,0.1873999999999999,0.2919,0.1168999999999999,1593.0,1093.0,500.0,-104.0,24678.0,0.5198864773820981,0.3846112608277189,0.0956
196,豪1,648/2800,0.1994,0.1527,0.3804999999999999,0.1682999999999999,0.1143,0.5318999999999999,0.2821,0.1863,12.449,6449.0,5376.0,2.607,0.0969,豪-1.64,-10.9 (59),0.4490999999999999,0.1488,0.0992,2460.0,7954.0,6660.0,0.7545999999999999,0.2453999999999999,0.1984,9.957,0.1488,0.2035,0.0104,0.7545999999999999,0.4648,豪1,1545/2800,4.0,0.314,0.0896,9809.0,0.1815,0.2707,0.1466,0.2914,0.1172,1286.0,821.0,465.0,-166.0,2056.0,0.41959543630892676,0.4122564694082247,0.1682999999999999
122,傑1,360/1200,0.2057,0.1636,0.3745,0.0965,0.1255,0.4429999999999999,0.3804999999999999,0.1589,12.787,7105.0,5974.0,2.615,0.0902,豪-2.18,-0.8,0.52,0.145,0.105,3322.0,8483.0,7307.0,0.815,0.185,0.18,9.645,0.155,0.25,0.005,0.715,0.48,豪1,2561/2800,3.0,0.2885,0.11,11663.0,0.1408,0.3786,0.1628,0.2714,0.1253,1462.0,978.0,484.0,-151.0,1259.0,0.4016917841516773,0.5020306271268836,0.0965
311,豪1,1043/2800,0.1951999999999999,0.1514,0.4035,0.0506,0.1393,0.4656,0.3414,0.1939999999999999,12.345,6565.0,5533.0,2.662,0.0803999999999999,豪-2.93,-17.6 (59),0.4682,0.1465,0.1099,2722.0,8145.0,6995.0,0.8025,0.1975,0.1926999999999999,9.633,0.1783,0.1769,0.0207,0.7834,0.4825,豪2,1888/3200,5.0,0.2721,0.0822,10534.0,0.1878,0.3693999999999999,0.1638,0.2769,0.1384999999999999,1282.0,838.0,444.0,-211.0,3237.0,0.4653217213114754,0.4842912909836068,0.0506
916,豪2,1451/3200,0.2465,0.1523,0.3522,0.0843999999999999,0.1208,0.4934,0.3315999999999999,0.2214999999999999,12.303,6401.0,5782.0,2.485,0.0873,豪1.11,-3.5 (411),0.4978,0.155,0.1135999999999999,2809.0,8045.0,6938.0,0.7944,0.2055999999999999,0.2037,9.49,0.1276,0.2079,0.0034,0.7511,0.4765999999999999,豪3,2884/3600,7.0,0.3395,0.1177999999999999,10461.0,0.2255,0.3529,0.1621,0.348,0.111,1578.0,881.0,697.0,44.0,9376.0,0.44731318458417835,0.46814117647058806,0.0843999999999999
298,傑3,854/2000,0.2319999999999999,0.1598,0.3747999999999999,0.1103,0.1175,0.5475,0.3878999999999999,0.1779,12.355,6531.0,5746.0,2.5,0.094,豪0.03,9.0,0.5018,0.1494,0.1107,2996.0,8363.0,7414.0,0.7269,0.2731,0.155,9.767,0.1494,0.2794,0.0129,0.7786,0.5129,豪1,2225/2800,4.0,0.3198999999999999,0.0868,10258.0,0.1663,0.3881,0.1599,0.302,0.1066,1515.0,918.0,597.0,19.0,3047.0,0.384785431034483,0.5049387931034485,0.11029999999999998
1014,聖1,3794/4000,0.2098,0.1229,0.371,0.1153,0.1417,0.4790999999999999,0.222,0.2337999999999999,12.425,7232.0,5529.0,2.427,0.074,豪3.94,-0.2 (20248),0.5043,0.128,0.0928,3155.0,8276.0,7212.0,0.8123,0.1877,0.2057,9.736,0.1452,0.1987,0.0123,0.7456,0.5061,聖1,3825/4000,5.0,0.3162999999999999,0.1026,10622.0,0.2435999999999999,0.2232999999999999,0.1235999999999999,0.3049,0.1822,1517.0,679.0,838.0,149.0,10459.0,0.5619892278360341,0.3226301239275501,0.1153
1109,豪3,1922/3600,0.2087999999999999,0.1293,0.3608,0.0898,0.1399,0.4206,0.3073,0.2032999999999999,12.24,6822.0,5504.0,2.463,0.0803,豪2.66,-1.1 (1700),0.4943999999999999,0.1426,0.1101999999999999,2964.0,8100.0,6640.0,0.8096,0.1903999999999999,0.1896,9.34,0.1473,0.209,0.0068,0.7091,0.4879,豪3,3598/3600,5.0,0.3195,0.0915,10536.0,0.2242,0.3295,0.1387,0.2914,0.1432,1425.0,712.0,713.0,11.0,11522.0,0.4813770114942527,0.4288659961685825,0.0898
189,豪2,2088/3200,0.2189999999999999,0.1157,0.3499,0.079,0.1369,0.491,0.2837,0.2382999999999999,12.254,6764.0,5418.0,2.397,0.0582,豪3.91,6.8 (163),0.4772,0.1162,0.083,3054.0,8324.0,6868.0,0.7718,0.2282,0.1805,9.719,0.1535,0.2173999999999999,0.0062,0.6577,0.4336,豪2,2320/3200,8.0,0.3217,0.1003999999999999,10344.0,0.2392999999999999,0.3248,0.1324,0.3101,0.1551,1481.0,627.0,854.0,201.0,2023.0,0.5192546118721463,0.40171401826484043,0.079
1967,豪1,1353/2800,0.2274,0.1553,0.3664,0.1155,0.1143,0.5695,0.439,0.1491,12.357,6525.0,5764.0,2.536,0.093,豪-0.11,-4.5 (299),0.5021,0.1329,0.1025,3413.0,8937.0,7292.0,0.7779,0.2221,0.1873999999999999,9.574,0.1341999999999999,0.2107,0.0109,0.8151999999999999,0.5342,豪2,2629/3200,6.0,0.3278,0.0994999999999999,10438.0,0.1276,0.4481,0.1586,0.2876,0.1278,1484.0,895.0,588.0,-13.0,20286.0,0.32921332453825863,0.555217238346526,0.1155
2231,聖3,3031/9000,0.2181,0.1193999999999999,0.3763,0.1444,0.1371,0.46,0.3034,0.1889,12.299,6857.0,5524.0,2.363,0.0681,聖3.80,2.4 (2510),0.5025,0.1349,0.1052999999999999,3166.0,8442.0,7277.0,0.7857999999999999,0.2142,0.2042,9.455,0.1433,0.2062999999999999,0.0059,0.7493000000000001,0.5271,聖3,5957/9000,6.0,0.3243,0.0941,10466.0,0.2133,0.3323,0.1308,0.3023,0.1456,1496.0,660.0,836.0,179.0,23233.0,0.4352235213204952,0.4205310408069693,0.1444
1460,聖1,3233/4000,0.2096,0.1032,0.3764,0.1558,0.1463,0.3851,0.312,0.1546,12.123,6330.0,5411.0,2.434,0.0567999999999999,聖1.25,0.8 (961),0.5251,0.1217999999999999,0.0971,3408.0,8228.0,6880.0,0.841,0.159,0.2067,9.398,0.1477,0.1825,0.0084,0.7561,0.5363,聖1,3744/4000,6.0,0.3218999999999999,0.1022,10542.0,0.1823,0.3409,0.1128,0.307,0.1459,1327.0,558.0,768.0,78.0,15464.0,0.38731135496183206,0.4569847328244275,0.1558
2553,傑2,503/1400,0.2594,0.1808,0.3555,0.0891,0.0997,0.6834,0.4968999999999999,0.1657999999999999,12.238,5848.0,5953.0,2.573,0.1018,豪-1.44,2.5,0.5015,0.1359,0.1041,2677.0,7497.0,7077.0,0.8011,0.1989,0.1882,9.127,0.1291,0.1881,0.0113999999999999,0.7190000000000001,0.4631,豪2,2768/3200,6.0,0.3178,0.1094999999999999,10389.0,0.1247,0.5146999999999999,0.1871999999999999,0.3081,0.0988,1517.0,1076.0,441.0,-91.0,26526.0,0.3205424055512719,0.590188473400154,0.0891
1162,聖1,2000/4000,0.2332999999999999,0.1271,0.3652,0.149,0.1296,0.4681,0.3565,0.163,12.159,6350.0,5364.0,2.394,0.0584999999999999,聖2.27,4.0 (499),0.5206000000000001,0.1299,0.0943,3425.0,8371.0,6478.0,0.7909,0.2091,0.1966,9.392,0.1349,0.2264,0.0075,0.77,0.5489,聖2,4632/6000,6.0,0.3324,0.0989,10396.0,0.1666,0.3871,0.1381,0.3188,0.1268,1481.0,682.0,799.0,152.0,12230.0,0.36372824689241345,0.487150450064295,0.149
2398,魂1,9.0/20.0,0.2288,0.1101999999999999,0.3666,0.1261999999999999,0.1392,0.3834,0.3468,0.1724,12.056,6205.0,5409.0,2.379,0.0542,聖3.90,2.5,0.5256000000000001,0.1357,0.1046,3202.0,7977.0,6630.0,0.8217,0.1783,0.209,9.267,0.1318,0.2039,0.0044,0.785,0.5325,魂1,10.0/20.0,5.0,0.3349,0.107,10449.0,0.2123,0.38,0.1208,0.3152,0.1444,1420.0,596.0,824.0,143.0,25169.0,0.3960377622377622,0.4777594405594406,0.1261999999999999
1027,豪2,1224/3200,0.2309,0.1556,0.358,0.1796,0.1141,0.5324,0.347,0.1646999999999999,12.607,6633.0,5751.0,2.5,0.0876,豪0.87,-4.5 (274),0.5029,0.1354,0.0974,3219.0,8555.0,7011.0,0.7581,0.2419,0.1861,9.998,0.1278999999999999,0.2198999999999999,0.0052,0.7959999999999999,0.5710999999999999,豪2,2355/3200,6.0,0.3013,0.1039,10455.0,0.1433,0.3567,0.16,0.3071,0.12,1531.0,895.0,636.0,42.0,10539.0,0.35871645734083996,0.46151450844521436,0.1796
412,豪2,1004/3200,0.2067999999999999,0.1195,0.3243999999999999,0.1785,0.1365,0.3912,0.2699,0.1717,12.414,6667.0,5830.0,2.493,0.0630999999999999,豪2.02,0.1,0.5108,0.123,0.0905,3179.0,8356.0,7986.0,0.8162,0.1838,0.1905,9.598,0.1419,0.1957999999999999,0.0121999999999999,0.8027,0.4743,豪3,1926/3600,4.0,0.291,0.0953,10530.0,0.1767,0.3087,0.1367,0.3044,0.135,1378.0,697.0,682.0,16.0,4309.0,0.4241023210831723,0.39728027079303685,0.17850000000000002
776,豪1,745/2800,0.2351,0.1485,0.3827,0.0722,0.1289,0.4918,0.2916,0.2312999999999999,12.237,6200.0,5815.0,2.519,0.0941,豪0.09,-3.7 (202),0.4924,0.1543,0.1219,2683.0,7910.0,7384.0,0.8447,0.1553,0.2044,9.438,0.1451,0.1796,0.0151,0.7256999999999999,0.4886999999999999,豪2,2711/3200,5.0,0.3122,0.1018999999999999,10676.0,0.2403,0.2975,0.1515,0.3572999999999999,0.1181,1458.0,864.0,594.0,-56.0,8014.0,0.4844411739685238,0.4431675031901318,0.0722
2798,豪2,1489/3200,0.2264999999999999,0.1367,0.366,0.1057,0.1238,0.4719,0.3697999999999999,0.1867,12.241,6209.0,5611.0,2.5,0.0876,豪1.25,-2.7 (547),0.4995,0.138,0.1033,2969.0,8085.0,6973.0,0.7988,0.2012,0.1917,9.443,0.1388,0.2009,0.0105,0.757,0.5196000000000001,豪3,2054/3600,6.0,0.2973,0.1026,10481.0,0.1885,0.3845,0.1421,0.2955,0.1318,1406.0,767.0,639.0,-17.0,29149.0,0.41172913907284786,0.48245430463576167,0.1057
565,豪2,289/3200,0.1969,0.1452999999999999,0.3726,0.1396,0.1318,0.4733,0.2419,0.2043,12.526,7232.0,5565.0,2.547,0.1097,豪-0.67,-11.5 (25),0.4735,0.1564,0.1152,2847.0,8517.0,6877.0,0.7536,0.2464,0.1867,9.817,0.1413,0.2114,0.0076,0.7376,0.508,豪2,1600/3200,6.0,0.3197,0.1003999999999999,10389.0,0.2198999999999999,0.2447,0.147,0.3004,0.1449,1424.0,809.0,615.0,-74.0,5821.0,0.4912953275774504,0.36905413915693247,0.1396
1364,豪1,1187/2800,0.2032999999999999,0.1402,0.3535,0.178,0.1338,0.4540999999999999,0.3191,0.1755999999999999,12.465,6889.0,5612.0,2.551,0.0821,豪-0.31,-5.2 (227),0.4767,0.1465,0.1081,2831.0,8292.0,6952.0,0.7552,0.2448,0.1724,9.899,0.151,0.2114,0.0121,0.7631,0.4927,豪2,1867/3200,6.0,0.3107,0.1085999999999999,10325.0,0.1835,0.3583,0.1575,0.2612,0.1477,1400.0,787.0,613.0,-56.0,14069.0,0.41174874569601577,0.4099799311362521,0.178
1980,聖3,3553/9000,0.2337,0.1264,0.361,0.1289,0.1306,0.4714,0.3917,0.1815,12.288,6453.0,5439.0,2.38,0.0484999999999999,聖3.28,0.9 (6367),0.5011,0.1358,0.102,3124.0,8309.0,6927.0,0.7994,0.2006,0.1918,9.561,0.1427,0.1914,0.0125,0.7166,0.4835,聖3,8873/9000,6.0,0.3144,0.1054,10325.0,0.195,0.4036999999999999,0.1303,0.2876,0.1436,1508.0,687.0,821.0,170.0,20737.0,0.3891726572528883,0.48204073598630726,0.1289
773,豪1,1383/2800,0.1963,0.1157,0.3722,0.1033999999999999,0.1501,0.3669,0.2949,0.1702,12.145,6567.0,5308.0,2.506,0.0737,豪1.36,1.3 (1120),0.5123,0.1329,0.0932,3081.0,7904.0,6635.0,0.8461,0.1539,0.2196999999999999,9.264,0.146,0.1735,0.0087,0.7023,0.4314,豪3,2334/3600,5.0,0.3046999999999999,0.0974,10138.0,0.1955,0.3337,0.1309,0.3011,0.141,1289.0,614.0,675.0,-50.0,8132.0,0.44418471726948544,0.4523402445236882,0.1033999999999999
268,傑2,910/1400,0.2297,0.1744,0.3418,0.0633,0.1243,0.5702,0.4593,0.1969,12.195,6704.0,5925.0,2.541,0.1193999999999999,豪-0.19,7.3,0.4594,0.1384,0.1052,2882.0,8468.0,6297.0,0.7306,0.2694,0.1716,10.061,0.1531,0.2048,0.0055,0.8062999999999999,0.4576,豪1,2470/2800,6.0,0.3132999999999999,0.0968,10609.0,0.1563,0.5333,0.2025,0.2714,0.1234,1539.0,1033.0,506.0,-66.0,2752.0,0.39380000000000004,0.5426818458859383,0.0633
521,豪2,604/3200,0.2014,0.1368,0.3672999999999999,0.1543,0.133,0.4604,0.3218999999999999,0.177,12.243,6718.0,5399.0,2.547,0.0691,豪0.43,-5.6 (107),0.4859,0.1484,0.1149,2745.0,8051.0,7226.0,0.8359000000000001,0.1641,0.2059,9.787,0.1421,0.1828,0.024,0.7482,0.4963,豪3,3185/3600,4.0,0.3440999999999999,0.1012,10732.0,0.1919,0.3364999999999999,0.143,0.2619,0.158,1353.0,739.0,614.0,-60.0,5408.0,0.42703227408142996,0.4185978649453822,0.1543
1309,豪2,1717/3200,0.2092999999999999,0.1268999999999999,0.3614,0.124,0.1382,0.413,0.3268999999999999,0.1795,12.262,6468.0,5569.0,2.509,0.0749,豪0.82,-4.4 (386),0.4941,0.1401,0.1064,2996.0,8200.0,6653.0,0.8079999999999999,0.192,0.2071,9.516,0.1336,0.1643,0.0085,0.6987000000000001,0.4767,豪2,2717/3200,5.0,0.3303,0.1003,10181.0,0.1982,0.3607,0.14,0.2896,0.1462,1354.0,707.0,647.0,-49.0,13723.0,0.423750358337315,0.45231839464882956,0.124
1242,豪3,1686/3600,0.1987,0.1253,0.3807999999999999,0.1389,0.1426,0.3848,0.2488,0.1845,12.373,6960.0,5519.0,2.508,0.0765,豪1.08,-7.1 (238),0.5149,0.1274,0.098,3474.0,8630.0,6977.0,0.8127,0.1873,0.1998,9.552,0.1424,0.201,0.0147,0.7942,0.5637,豪3,2837/3600,5.0,0.3336,0.1027999999999999,10316.0,0.1875,0.2943,0.1482,0.306,0.1283,1383.0,692.0,692.0,-12.0,12937.0,0.4781029189733267,0.38315450427780573,0.1389
2127,豪2,2755/3200,0.2208999999999999,0.1381,0.3722,0.1151,0.1296,0.4625999999999999,0.3201,0.1954,12.296,6518.0,5713.0,2.493,0.0842,豪1.07,-3.5 (784),0.4955,0.1487,0.1083,2997.0,8420.0,7156.0,0.7698999999999999,0.2301,0.1914,9.731,0.1359,0.2022,0.0097,0.7609,0.5245000000000001,豪2,2966/3200,5.0,0.3034,0.0996,10710.0,0.2104,0.3352,0.1446,0.3082999999999999,0.1375,1440.0,789.0,651.0,-16.0,22060.0,0.438301041195111,0.4467488909008601,0.11509999999999998
727,聖1,1456/4000,0.24,0.1175,0.345,0.1185,0.1374,0.3569,0.3175,0.1863,12.045,5852.0,5594.0,2.462,0.0619,豪3.18,-2.7 (542),0.5499,0.1155,0.0926999999999999,3209.0,7462.0,6946.0,0.8609,0.1391,0.204,9.089,0.1241,0.1595,0.0014,0.7475,0.5514,聖1,2847/4000,6.0,0.3087,0.1027,10547.0,0.1833,0.3552,0.1314,0.3436999999999999,0.1176,1405.0,657.0,747.0,78.0,7525.0,0.42685987500000006,0.4546864583333332,0.1185
1095,豪3,1965/3600,0.226,0.1393,0.3779999999999999,0.105,0.1278999999999999,0.4747999999999999,0.3388,0.1914,12.362,6652.0,5853.0,2.454,0.0968,豪2.29,-2.6 (768),0.5113,0.1355,0.0977,3238.0,8470.0,7212.0,0.7764,0.2236,0.1964,9.663,0.1336999999999999,0.2191,0.0129,0.7432,0.4892,豪3,2548/3600,7.0,0.3182999999999999,0.1009999999999999,10363.0,0.1863,0.3415999999999999,0.1404,0.3082,0.1412,1503.0,815.0,688.0,36.0,11332.0,0.43302132743362826,0.4620272566371681,0.105
