記録対戦数,記録段位,記録点数,和了率,放銃率,ツモ率,ダマ率,流局率,流局聴牌率,副露率,立直率,和了巡数,平均和了,平均放銃,平均順位,飛び率,安定段位,点数期待,立直和了,立直放銃A,立直放銃B,立直収支,立直収入,立直支出,先制率,追っかけ率,追っかけられ率,立直巡目,立直流局,一発率,振聴率,立直多面,立直良形,最高段位,最高点数,最大連荘,裏ドラ率,痛い親かぶり率,痛い親かぶり平均,放銃時立直率,放銃時副露率,副露後放銃率,副露後和了率,副露後流局率,打点効率,銃点損失,調整打点効率,局収支,総計局数,和了時立直率,和了時副露率,和了時ダマ率
2057,聖1,1406/4000,0.2167,0.1305,0.3643,0.1301999999999999,0.1375,0.4399,0.3181,0.1848999999999999,12.39,6699.0,5435.0,2.469,0.0661,豪2.58,-4.9 (286),0.4981,0.1405,0.1077999999999999,3075.0,8300.0,6855.0,0.7745000000000001,0.2255,0.1972,9.722,0.145,0.2067999999999999,0.0101,0.7476,0.5184000000000001,聖1,2371/4000,7.0,0.3323,0.1008,10547.0,0.1989,0.3253999999999999,0.1335,0.3029,0.1518,1451.0,709.0,742.0,76.0,21374.0,0.42500549146285166,0.4446353945546839,0.1301999999999999
308,豪1,848/2800,0.2213,0.1339,0.3876,0.0871,0.1414,0.3846,0.2787,0.2128999999999999,12.475,6730.0,5822.0,2.474,0.0974,豪1.25,1.0 (1984),0.508,0.1401,0.108,2890.0,8015.0,7484.0,0.7985,0.2014999999999999,0.2130999999999999,9.547,0.1197,0.2069,0.0058,0.7343000000000001,0.5051,豪3,1800/3600,5.0,0.2902,0.0957,10805.0,0.2227,0.2483,0.1193,0.3367,0.1405,1489.0,780.0,709.0,-34.0,3218.0,0.48871757794848597,0.4240320379575237,0.0871
620,聖2,2100/6000,0.2173999999999999,0.1226,0.3515999999999999,0.2229,0.1356,0.4386,0.3116,0.1372,12.194,6403.0,5222.0,2.419,0.0596999999999999,聖1.43,-1.8 (1119),0.5229,0.1236999999999999,0.0935999999999999,3272.0,8045.0,6646.0,0.8149,0.1851,0.1884,9.269,0.1349,0.2430999999999999,0.0111,0.7659,0.5351,聖2,3437/6000,4.0,0.3112999999999999,0.0924,10455.0,0.1384,0.3515999999999999,0.1384,0.3121,0.1305,1392.0,640.0,752.0,88.0,6540.0,0.32999944802207926,0.44733376264949415,0.2229
379,豪1,2646/2800,0.2159,0.1449,0.3559,0.0957,0.1242,0.5436,0.3925,0.1875,12.219,6471.0,5961.0,2.58,0.095,豪-1.11,-8.7 (304),0.4637,0.1236999999999999,0.0941,2605.0,8011.0,7961.0,0.8038,0.1962,0.2151,9.165,0.1573,0.1826,0.0054,0.7231000000000001,0.4328,豪2,1600/3200,6.0,0.3217,0.1043999999999999,10943.0,0.16,0.4261,0.1573,0.276,0.1232,1397.0,864.0,534.0,-127.0,3969.0,0.4027037980546549,0.5017600741083835,0.0957
556,豪2,1652/3200,0.2319,0.1659,0.3636,0.0579,0.1117,0.6318,0.4806,0.1936,12.336,6716.0,6016.0,2.477,0.1007,豪1.12,-3.5 (478),0.4806,0.1268999999999999,0.0926999999999999,2988.0,8313.0,7043.0,0.7678,0.2322,0.1871999999999999,9.832,0.153,0.2228,0.0162,0.7948000000000001,0.5221,豪2,2357/3200,8.0,0.3258,0.1065,10698.0,0.1481,0.5042,0.174,0.2611,0.1247,1558.0,998.0,560.0,-21.0,5739.0,0.40122535575679175,0.5411153945666236,0.05789999999999999
3210,豪1,1722/2800,0.2214999999999999,0.1362,0.3618,0.143,0.1278999999999999,0.4503999999999999,0.2922,0.1963,12.307,6638.0,5700.0,2.5,0.0816,豪1.15,0.6 (1828),0.4836,0.1537,0.1101999999999999,2800.0,8212.0,6930.0,0.7451000000000001,0.2548999999999999,0.1773999999999999,9.806,0.1414,0.2061,0.0081999999999999,0.7689,0.4905,聖1,2729/4000,6.0,0.3204,0.1001,10557.0,0.2214999999999999,0.3171,0.1479,0.3249,0.1235,1470.0,777.0,694.0,32.0,33375.0,0.4285809480812643,0.42860397291196417,0.143
595,聖1,1730/4000,0.2345,0.1521,0.3853,0.1094999999999999,0.1236999999999999,0.5283,0.2904,0.2142,12.393,7092.0,5657.0,2.385,0.0655,聖1.72,2.5 (916),0.5334,0.1176,0.0873,3795.0,8663.0,6508.0,0.8209000000000001,0.1791,0.1813,9.594,0.148,0.1963,0.0098999999999999,0.7656000000000001,0.4788,聖2,3056/6000,5.0,0.3499,0.1063,10830.0,0.1656,0.2821,0.1477,0.3257,0.122,1663.0,860.0,803.0,230.0,6154.0,0.48722507462686565,0.4033402132196163,0.1094999999999999
230,傑2,832/1400,0.2105,0.141,0.3738,0.0953999999999999,0.1356,0.4568,0.3176,0.1907999999999999,12.349,7234.0,5991.0,2.539,0.1043,豪-0.49,6.5,0.5088,0.1096,0.0724,3561.0,8734.0,7062.0,0.7609999999999999,0.239,0.1689,9.704,0.1513,0.2284,0.011,0.7018000000000001,0.4342,豪1,2278/2800,4.0,0.3448,0.0847,10744.0,0.1484,0.3828,0.17,0.2938,0.1238,1522.0,845.0,678.0,3.0,2390.0,0.4611830878859855,0.4432820902612827,0.0953999999999999
2278,聖3,4565/9000,0.2344,0.1296,0.346,0.0944,0.1278999999999999,0.504,0.3591,0.2042,12.136,6424.0,5541.0,2.371,0.0733,聖2.54,-1.4 (3196),0.4954,0.1335,0.1,2839.0,7787.0,6873.0,0.8076000000000001,0.1924,0.2061,9.338,0.1438,0.176,0.005,0.7055,0.4732,聖3,4847/9000,6.0,0.3004,0.0989,10411.0,0.2102,0.3804999999999999,0.1373,0.3095,0.1298,1506.0,718.0,788.0,143.0,23600.0,0.431572866894198,0.4741529436860068,0.0944
1788,豪3,2648/3600,0.2104,0.1199,0.3579,0.1536,0.1402,0.4032,0.3277,0.1547,12.08,6471.0,5370.0,2.47,0.0699,豪2.49,-1.7 (1525),0.5195000000000001,0.1372,0.109,3211.0,8235.0,7164.0,0.8432999999999999,0.1567,0.2026,9.223,0.1358,0.2051,0.0077,0.7639,0.5028,聖1,2062/4000,7.0,0.3204,0.0993,10372.0,0.177,0.358,0.131,0.2982,0.1435,1362.0,644.0,718.0,24.0,18564.0,0.38197076996197726,0.4644493346007605,0.1536
693,豪2,2487/3200,0.1755,0.1162,0.385,0.1326999999999999,0.1643,0.3207,0.2269,0.1624,12.149,6909.0,5357.0,2.551,0.0605999999999999,豪0.69,-4.4 (571),0.5388000000000001,0.1209,0.0951,3483.0,8278.0,7340.0,0.8798999999999999,0.1201,0.2118,9.372,0.1359,0.1842,0.0125,0.8031999999999999,0.5138,豪2,3166/3200,5.0,0.305,0.0946,10436.0,0.1689999999999999,0.2587,0.1325,0.2854,0.1743,1213.0,623.0,590.0,-118.0,7383.0,0.4985818803418804,0.3689872364672364,0.1326999999999999
551,豪3,1906/3600,0.2274,0.1278,0.3743,0.1338,0.1324,0.4807,0.3125,0.1896,12.077,6409.0,5941.0,2.428,0.0889,豪3.51,1.7 (973),0.5036999999999999,0.1364,0.0928,3211.0,8460.0,7076.0,0.7635,0.2365,0.18,9.702,0.1447,0.2044,0.0093,0.7393000000000001,0.5083,豪3,2811/3600,5.0,0.2928,0.1009999999999999,10689.0,0.2022,0.3411,0.1396,0.3247,0.1446,1457.0,759.0,698.0,29.0,5687.0,0.4199715039577836,0.44621262093227787,0.1338
548,豪1,1562/2800,0.2225,0.1456,0.3639,0.1169999999999999,0.1256,0.5134000000000001,0.4049,0.1586,12.251,6261.0,5601.0,2.513,0.0931,豪0.82,-0.6 (2453),0.4982999999999999,0.1196,0.0905,3019.0,7902.0,6711.0,0.8212,0.1788,0.181,9.356,0.1363,0.1794,0.0144999999999999,0.8436,0.5754,豪1,2784/2800,4.0,0.3004,0.0968,10176.0,0.1301999999999999,0.4355,0.1567,0.2902,0.1383,1393.0,816.0,577.0,-68.0,5644.0,0.3551927191011235,0.5280987865168539,0.1169999999999999
1502,豪2,1716/3200,0.2135999999999999,0.1434,0.3629,0.1131,0.1344,0.4656,0.2784,0.2158,12.407,6954.0,5599.0,2.477,0.0859,豪1.54,-1.7 (991),0.4972999999999999,0.1426,0.1051,2935.0,8119.0,7067.0,0.8039000000000001,0.1961,0.1955,9.715,0.1426,0.2061,0.0118,0.7414000000000001,0.4572,豪3,1800/3600,5.0,0.3236,0.098,10737.0,0.2147,0.2938,0.1513,0.2949,0.1394,1485.0,803.0,682.0,34.0,15687.0,0.5024220037453184,0.3843640449438204,0.1131
1034,傑3,796/2000,0.203,0.1455,0.3911,0.0718,0.136,0.5222,0.3007,0.2276,12.521,7388.0,5761.0,2.592,0.0754,豪-1.12,3.7,0.4619,0.144,0.1036,2801.0,8400.0,6903.0,0.7715000000000001,0.2285,0.1832,9.633,0.1673,0.2057999999999999,0.0078,0.6683,0.3827,豪2,2511/3200,6.0,0.3101,0.0986,10768.0,0.2253,0.3204,0.155,0.2769999999999999,0.1347,1500.0,838.0,661.0,-22.0,10769.0,0.5178740886699507,0.4103147783251231,0.0718
366,豪3,2490/3600,0.2101,0.1251,0.386,0.1261999999999999,0.1496,0.4269,0.2653999999999999,0.206,12.459,6991.0,5373.0,2.361,0.0464,聖2.46,8.1 (137),0.5337,0.1313,0.0963,3471.0,8264.0,6354.0,0.7938,0.2062999999999999,0.175,9.574,0.135,0.171,0.0113,0.7425,0.5,豪3,2500/3600,5.0,0.2998,0.1012,10030.0,0.216,0.2819,0.1329,0.2774,0.192,1469.0,672.0,796.0,147.0,3884.0,0.5232851023322226,0.35041389814374097,0.1261999999999999
229,傑3,1680/2000,0.1941,0.1571,0.3915999999999999,0.1704,0.14,0.5307,0.2868,0.1752,12.331,7020.0,5878.0,2.581,0.1354,豪-1.77,1.0,0.4681,0.1275,0.1054,3273.0,9208.0,7898.0,0.902,0.098,0.201,9.514,0.1814,0.2408,0.0074,0.7402,0.4191,豪1,1568/2800,4.0,0.3037,0.0891,9917.0,0.1421,0.3278999999999999,0.1796,0.2754,0.1301999999999999,1362.0,924.0,439.0,-200.0,2329.0,0.4225199381761979,0.4069279752704791,0.1704
1500,豪1,943/2800,0.2036,0.1412,0.3502,0.1367,0.1299,0.4839,0.3975999999999999,0.152,12.427,6614.0,5621.0,2.589,0.086,豪-1.15,-8.8 (107),0.5021,0.1513,0.1112,3147.0,8563.0,6891.0,0.8416,0.1583999999999999,0.2312,9.452,0.1329,0.1757,0.0054,0.7807,0.5,豪2,2358/3200,6.0,0.3072,0.1042,10496.0,0.1629,0.4095,0.1454,0.2501,0.1484,1347.0,794.0,553.0,-104.0,15738.0,0.3748487229862475,0.4884074656188604,0.1367
1924,聖2,1282/6000,0.2271,0.1167,0.3621999999999999,0.1439,0.1398,0.3679,0.3134,0.1755,12.04,6212.0,5376.0,2.444,0.0546,聖1.24,-2.3 (558),0.5191,0.1322,0.0982,2926.0,7582.0,6865.0,0.8188,0.1812,0.1984,9.21,0.1294,0.1902,0.0079,0.7518,0.5307,聖2,4486/6000,6.0,0.2992,0.1061,10815.0,0.1989,0.3326,0.1238,0.3298,0.1341999999999999,1411.0,627.0,784.0,73.0,20251.0,0.40115389696169085,0.45512690444738,0.1439
552,豪2,2132/3200,0.2239,0.1438,0.3578,0.1962,0.1251,0.4598,0.2834,0.1728,12.305,6399.0,5623.0,2.478,0.0888,豪1.40,-2.3 (941),0.5158,0.1359,0.0991,2836.0,7599.0,7227.0,0.8049,0.1951,0.1777,9.785,0.1369,0.1822,0.0060999999999999,0.7793000000000001,0.5256000000000001,豪2,3047/3200,6.0,0.3327,0.108,10670.0,0.1632,0.3239,0.1644,0.3207,0.1283,1433.0,809.0,624.0,-15.0,5667.0,0.3980805716837875,0.4059239839213935,0.1962
1866,豪2,429/3200,0.2085,0.147,0.3725,0.177,0.1322,0.4747999999999999,0.2775,0.1893,12.493,6944.0,5585.0,2.522,0.089,豪0.31,-6.7 (64),0.4795,0.1442999999999999,0.1043999999999999,2799.0,8197.0,7121.0,0.7974,0.2026,0.1907999999999999,9.673,0.1416,0.1903999999999999,0.0085,0.7678,0.499,豪2,2766/3200,6.0,0.3176,0.0965,10417.0,0.1859,0.2796,0.1481,0.2913,0.1378,1448.0,821.0,627.0,-26.0,19325.0,0.43534460431654676,0.38770143884892094,0.177
529,豪1,488/2800,0.2098999999999999,0.144,0.3789,0.1825,0.1278,0.4827,0.325,0.1852,12.637,6896.0,5712.0,2.478,0.1021,豪1.07,0.3 (7644),0.4622,0.1362,0.0984,2703.0,8100.0,6793.0,0.7614,0.2386,0.1859,10.102,0.1561,0.2065,0.0249,0.7465,0.4732,豪2,1741/3200,4.0,0.2667,0.1032,10248.0,0.1752,0.3286,0.1456,0.2646,0.1365,1448.0,822.0,625.0,-26.0,5431.0,0.40781057646498353,0.40969509290138184,0.1825
621,豪3,800/3600,0.1986,0.1319,0.3734,0.1232,0.1462,0.4195,0.2302,0.2208,12.364,7260.0,5386.0,2.454,0.0837,豪1.93,-4.0 (198),0.4758,0.1364,0.1086999999999999,3160.0,8738.0,6604.0,0.7859999999999999,0.214,0.2105,9.996,0.1586,0.2125,0.0166,0.7437999999999999,0.5047999999999999,豪3,3563/3600,5.0,0.3289999999999999,0.0967,10454.0,0.2282999999999999,0.2491,0.1427999999999999,0.3001,0.1514,1442.0,711.0,731.0,30.0,6541.0,0.5289861027190332,0.34785005035246724,0.12319999999999999
416,聖1,3201/4000,0.226,0.1236999999999999,0.3745,0.1574,0.1351,0.3752,0.2614,0.1767,12.258,6613.0,5356.0,2.38,0.0576999999999999,聖2.90,5.8 (301),0.5367999999999999,0.1355,0.0921,3243.0,8217.0,7899.0,0.7763,0.2237,0.1868,9.661,0.125,0.1887,0.0039,0.7670999999999999,0.5132,聖1,3728/4000,5.0,0.3162,0.0988,10467.0,0.1936,0.3082999999999999,0.1459,0.3657,0.1094,1495.0,663.0,832.0,171.0,4300.0,0.41970159292035386,0.42298221238938055,0.1574
750,聖3,6446/9000,0.2266,0.1118,0.3584,0.1268,0.1422,0.3885,0.3431,0.1686,12.052,6524.0,5448.0,2.327,0.0453,聖7.64,11.2 (227),0.5151,0.1314,0.0982,3355.0,8492.0,7180.0,0.797,0.203,0.1896999999999999,9.536,0.1446,0.2105999999999999,0.0089,0.7646,0.5203,聖3,6969/9000,7.0,0.3281,0.0987,10285.0,0.198,0.3849,0.1255,0.3238,0.1472,1479.0,609.0,869.0,190.0,8039.0,0.3832562224183583,0.49027263901147394,0.1268
1945,聖3,4735/9000,0.226,0.1226999999999999,0.3677,0.1314,0.1355,0.4201,0.3167,0.1867,12.095,6565.0,5465.0,2.375,0.0658,聖3.73,2.1 (1999),0.5049,0.1373,0.1061999999999999,3100.0,8180.0,6813.0,0.8319,0.1681,0.2082,9.442,0.1434,0.1903999999999999,0.0125,0.7140000000000001,0.4714,聖3,7681/9000,6.0,0.3382,0.1005,10525.0,0.2089,0.3354,0.13,0.3223,0.1438,1484.0,671.0,813.0,147.0,20165.0,0.41710101769911506,0.451647831858407,0.1314
788,豪1,850/2800,0.2238,0.1219,0.3495,0.0848,0.1388,0.4407999999999999,0.2875,0.2141,12.168,6005.0,5899.0,2.525,0.0673,豪0.70,-1.1 (777),0.5006,0.1352,0.1051,2631.0,7406.0,7327.0,0.8222,0.1778,0.1914999999999999,9.378,0.1506,0.2032,0.0034,0.6545000000000001,0.3954999999999999,豪2,2096/3200,5.0,0.3337,0.1083,10159.0,0.2375,0.2974,0.1261,0.3398,0.1367,1344.0,719.0,625.0,-33.0,8220.0,0.47890285969615737,0.4365169794459339,0.0848
952,豪1,2016/2800,0.1999,0.1168,0.3978,0.1119999999999999,0.1501,0.3097,0.2819,0.1737999999999999,12.248,6442.0,5462.0,2.556,0.0767,豪-0.38,-5.4 (372),0.5188,0.1433,0.1173,3069.0,8053.0,6883.0,0.8215,0.1785,0.201,9.495,0.1248,0.2094,0.0081,0.7483,0.4661,豪3,2230/3600,5.0,0.2962,0.0988,10310.0,0.2132,0.3267,0.1354,0.3099,0.1357,1288.0,638.0,650.0,-96.0,9958.0,0.4510627313656826,0.4370225612806403,0.1119999999999999
223,豪1,1541/2800,0.2067,0.1556,0.41,0.1003999999999999,0.1232,0.5228,0.2927,0.2282999999999999,12.694,7259.0,5840.0,2.529,0.1076,豪-0.36,-5.8 (266),0.4715999999999999,0.1402,0.1098,2792.0,8079.0,6597.0,0.7633,0.2367,0.178,10.133,0.1553,0.241,0.0189,0.7367,0.4299,豪1,2626/2800,5.0,0.3092,0.0962,10874.0,0.2055999999999999,0.3056,0.1625,0.2673999999999999,0.1315,1500.0,909.0,591.0,-62.0,2313.0,0.5208818577648763,0.3786549588776003,0.1003999999999999
335,豪1,1507/2800,0.2236,0.156,0.3675,0.1158,0.1125999999999999,0.5238,0.2874,0.2186,12.397,6707.0,5713.0,2.555,0.1104,豪-0.70,-7.3 (208),0.4796,0.1567,0.1172,2543.0,7954.0,7164.0,0.797,0.203,0.1962,9.547,0.1226,0.1534,0.0095,0.7534000000000001,0.4590999999999999,豪1,2082/2800,5.0,0.2898,0.0803999999999999,11510.0,0.2195,0.3034,0.1648,0.3233,0.1316,1500.0,891.0,609.0,-48.0,3358.0,0.4688754919499105,0.4155474955277281,0.1158
765,豪2,1165/3200,0.2196,0.146,0.3594,0.1107,0.1306,0.5331,0.3912,0.1692,12.254,6588.0,5724.0,2.518,0.081,豪0.26,-7.0 (169),0.4981,0.146,0.1135999999999999,3081.0,8519.0,7228.0,0.8179000000000001,0.1821,0.1971,9.549,0.146,0.216,0.0143,0.7223,0.4921999999999999,豪3,2214/3600,5.0,0.3233,0.0989,10914.0,0.1691,0.401,0.1497,0.2838,0.1438,1447.0,836.0,611.0,-27.0,7855.0,0.3837819672131147,0.505567213114754,0.1107
1527,豪2,1005/3200,0.1991,0.1251,0.3802,0.1296,0.1409,0.4008,0.2517,0.2017,12.291,6924.0,5656.0,2.566,0.0791999999999999,豪-0.17,-8.3 (122),0.4926,0.1414,0.1043999999999999,2933.0,8205.0,7007.0,0.8122,0.1878,0.2082,9.658,0.1377,0.1961,0.0157,0.7099,0.4754,豪2,2538/3200,5.0,0.3132,0.1077999999999999,10552.0,0.2279,0.2835,0.141,0.2937,0.1528,1378.0,708.0,671.0,-55.0,15814.0,0.4990327473631341,0.3712922651933702,0.1296
1070,豪3,2698/3600,0.2109,0.1168999999999999,0.3583,0.131,0.1432,0.3807999999999999,0.2954,0.174,11.95,6005.0,5316.0,2.563,0.0598,豪0.23,-9.8 (274),0.4967,0.1449,0.1033999999999999,2747.0,7713.0,6947.0,0.8545999999999999,0.1454,0.1982,9.264,0.1485,0.1825,0.0067,0.7087,0.4736,聖2,3062/6000,4.0,0.3103,0.1005,10476.0,0.2157,0.3384,0.1339,0.3278,0.1372,1266.0,621.0,645.0,-57.0,11225.0,0.4097951635846372,0.45913760075865334,0.131
